SERVICE	ZOOKEEPER	service_triggers	false		Service Triggers
SERVICE	ZOOKEEPER	cleanupRetainCount	false		Cleanup Retain Count
SERVICE	ZOOKEEPER	zookeeper_env_safety_valve	false		ZooKeeper Service Environment Advanced Configuration Snippet (Safety Valve)
SERVICE	ZOOKEEPER	zookeeper_canary_health_enabled	false		ZooKeeper Canary Health Check
SERVICE	ZOOKEEPER	leaderServes	false	leaderServes	Leader Serves
SERVICE	ZOOKEEPER	syncLimit	false	syncLimit	Synchronization Limit
SERVICE	ZOOKEEPER	zookeeper_servers_healthy_thresholds	false		Healthy Server Monitoring Thresholds
SERVICE	ZOOKEEPER	smon_derived_configs_safety_valve	false		Service Monitor Derived Configs Advanced Configuration Snippet (Safety Valve)
SERVICE	ZOOKEEPER	catch_events	false		Enable Log Event Capture
SERVICE	ZOOKEEPER	process_username	false		System User
SERVICE	ZOOKEEPER	zookeeper_datadir_autocreate	false		Enable auto-creation of data directories
SERVICE	ZOOKEEPER	autopurgeInterval	false	autopurge.purgeInterval	Auto Purge Time Interval
SERVICE	ZOOKEEPER	enable_config_alerts	false		Enable Configuration Change Alerts
SERVICE	ZOOKEEPER	zookeeper_canary_session_timeout	false		ZooKeeper Canary Session Timeout
SERVICE	ZOOKEEPER	initLimit	false	initLimit	Initialization Limit
SERVICE	ZOOKEEPER	zookeeper_canary_connection_timeout	false		ZooKeeper Canary Connection Timeout
SERVICE	ZOOKEEPER	zookeeper_canary_operation_timeout	false		ZooKeeper Canary Operation Timeout
SERVICE	ZOOKEEPER	zookeeper_canary_root_path	false		ZooKeeper Canary Root Znode Path
SERVICE	ZOOKEEPER	autopurgeSnapRetainCount	false	autopurge.snapRetainCount	Auto Purge Snapshots Retain Count
SERVICE	ZOOKEEPER	tickTime	false	tickTime	Tick Time
SERVICE	ZOOKEEPER	enable_alerts	false		Enable Service Level Health Alerts
SERVICE	ZOOKEEPER	enableSecurity	false	enableSecurity	Enable Kerberos Authentication
SERVICE	ZOOKEEPER	log_event_retry_frequency	false		Log Event Retry Frequency
SERVICE	ZOOKEEPER	process_groupname	false		System Group
ROLE	SERVER	maxSessionTimeout	false	maxSessionTimeout	Maximum Session Timeout
ROLE	SERVER	serverId	false	myid	ZooKeeper Server ID
ROLE	SERVER	zookeeper_server_outstanding_requests_window	false		ZooKeeper Server Outstanding Requests Monitoring Period
ROLE	SERVER	zookeeper_server_data_directory_free_space_percentage_thresholds	false		Data Directory Free Space Monitoring Percentage Thresholds
ROLE	SERVER	log_threshold	false		Server Logging Threshold
ROLE	SERVER	minSessionTimeout	false	minSessionTimeout	Minimum Session Timeout
ROLE	SERVER	clientPort	false	clientPort	Client Port
ROLE	SERVER	zookeeper_server_fd_thresholds	false		File Descriptor Monitoring Thresholds
ROLE	SERVER	enable_alerts	false		Enable Health Alerts for this Role
ROLE	SERVER	zk_server_log_dir	false		ZooKeeper Log Directory
ROLE	SERVER	rm_memory_soft_limit	false	memory.soft_limit_in_bytes	Cgroup Memory Soft Limit
ROLE	SERVER	zookeeper_server_connection_count_window	false		ZooKeeper Server Connection Count Monitoring Period
ROLE	SERVER	process_auto_restart	false		Automatically Restart Process
ROLE	SERVER	log_event_whitelist	false		Rules to Extract Events from Log Files
ROLE	SERVER	oom_heap_dump_dir	false		Heap Dump Directory
ROLE	SERVER	enable_jmx_agent	false		Enable JMX Agent
ROLE	SERVER	zookeeper_server_data_log_directory_free_space_absolute_thresholds	false		Data Log Directory Free Space Monitoring Absolute Thresholds
ROLE	SERVER	enable_jmx_authentication	false		Enable Authenticated Communication with the JMX Agent
ROLE	SERVER	zookeeper_server_quorum_membership_enabled	false		Enable the Quorum Membership Check
ROLE	SERVER	rlimit_fds	false		Maximum Process File Descriptors
ROLE	SERVER	log4j_safety_valve	false		Server Logging Advanced Configuration Snippet (Safety Valve)
ROLE	SERVER	max_log_size	false		Server Max Log Size
ROLE	SERVER	unexpected_exits_thresholds	false		Unexpected Exits Thresholds
ROLE	SERVER	jmx_passwd_file_readonly_user	false		Name of User with Read-Only access to the JMX Agent
ROLE	SERVER	zookeeper_config_safety_valve	false		Server Advanced Configuration Snippet (Safety Valve) for zoo.cfg
ROLE	SERVER	quorumPort	false		Quorum Port
ROLE	SERVER	zookeeper_server_outstanding_requests_thresholds	false		ZooKeeper Server Outstanding Requests Thresholds
ROLE	SERVER	log_directory_free_space_percentage_thresholds	false		Log Directory Free Space Monitoring Percentage Thresholds
ROLE	SERVER	log_directory_free_space_absolute_thresholds	false		Log Directory Free Space Monitoring Absolute Thresholds
ROLE	SERVER	oom_heap_dump_enabled	false		Dump Heap When Out of Memory
ROLE	SERVER	max_log_backup_index	false		Server Maximum Log File Backups
ROLE	SERVER	unexpected_exits_window	false		Unexpected Exits Monitoring Period
ROLE	SERVER	zk_server_java_opts	false		Java Configuration Options for Zookeeper Server
ROLE	SERVER	zookeeper_server_scm_health_enabled	false		Server Process Health Test
ROLE	SERVER	jmx_passwd_file_readwrite_user	false		Name of User with Read-Write Access to the JMX Agent
ROLE	SERVER	dataLogDir	false	dataLogDir	Transaction Log Directory
ROLE	SERVER	maxClientCnxns	false	maxClientCnxns	Maximum Client Connections
ROLE	SERVER	server_jmx_agent_port	false		JMX Agent Port
ROLE	SERVER	jmx_passwd_file_readonly_user_password	false		Password of User with Read-Only Access to the JMX agent
ROLE	SERVER	oom_sigkill_enabled	false		Kill When Out of Memory
ROLE	SERVER	jmx_passwd_file_readwrite_user_password	false		Password of user with read-write access to the JMX agent
ROLE	SERVER	rm_memory_hard_limit	false	memory.limit_in_bytes	Cgroup Memory Hard Limit
ROLE	SERVER	clientPortAddress	false	clientPortAddress	Client Port Address
ROLE	SERVER	rm_cpu_shares	false	cpu.shares	Cgroup CPU Shares
ROLE	SERVER	zookeeper_server_java_heapsize	false		Java Heap Size of ZooKeeper Server in Bytes
ROLE	SERVER	zookeeper_server_gc_duration_window	false		Garbage Collection Duration Monitoring Period
ROLE	SERVER	rm_io_weight	false	blkio.weight	Cgroup I/O Weight
ROLE	SERVER	dataDir	false	dataDir	Data Directory
ROLE	SERVER	zookeeper_server_data_log_directory_free_space_percentage_thresholds	false		Data Log Directory Free Space Monitoring Percentage Thresholds
ROLE	SERVER	zookeeper_server_quorum_membership_detection_window	false		Quorum Membership Detection Window
ROLE	SERVER	zookeeper_server_connection_count_thresholds	false		ZooKeeper Server Connection Count Thresholds
ROLE	SERVER	zookeeper_server_max_latency_thresholds	false		Maximum Latency Monitoring Thresholds
ROLE	SERVER	zookeeper_server_data_directory_free_space_absolute_thresholds	false		Data Directory Free Space Monitoring Absolute Thresholds
ROLE	SERVER	electionPort	false		Election Port
ROLE	SERVER	enable_config_alerts	false		Enable Configuration Change Alerts
ROLE	SERVER	zookeeper_server_host_health_enabled	false		Server Host Health Test
ROLE	SERVER	zookeeper_server_gc_duration_thresholds	false		Garbage Collection Duration Thresholds
ROLE	SERVER	role_triggers	false		Role Triggers
SERVICE	HDFS	zookeeper_service	false		ZooKeeper Service
SERVICE	HDFS	httpfs_proxy_user_groups_list	false	hadoop.proxyuser.httpfs.groups	HttpFS Proxy User Groups
SERVICE	HDFS	hdfs_namenode_health_enabled	false		Active NameNode Role Health Check
SERVICE	HDFS	dfs_client_use_datanode_hostname	false	dfs.client.use.datanode.hostname	Use DataNode Hostname
SERVICE	HDFS	hdfs_active_namenode_detecton_window	false		Active NameNode Detection Window
SERVICE	HDFS	audit_event_log_dir	false	audit_event_log_dir	Audit Log Directory
SERVICE	HDFS	dfs_encrypt_data_transfer_algorithm	false	dfs.encrypt.data.transfer.algorithm	Data Transfer Encryption Algorithm
